Your Publication's Number|Title|Earliest Priority Date|Publication Date|Assignee(s)|Inventors|CPC Codes
US9867614_B2|Tilt top anvil with torsion spring|10/18/2011|1/16/2018|"COVIDIEN;
TYCO HEALTHCARE"|Williams, Justin (Southbury)|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
Y10T: TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION"
US9351761_B2|Access port with integrated flexible sleeve|3/25/2011|5/31/2016|COVIDIEN|"Kleyman, Gennady (Brooklyn);
Rodrigues, Anibal (Milford)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9549722_B2|Thoracic access port including foldable anchor|3/21/2011|1/24/2017|COVIDIEN|"Ahern, David Gregory (Cambridgeshire);
Cocker, Robin Craig (Lancashire)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9867617_B2|Articulating powered surgical instruments|8/17/2009|1/16/2018|COVIDIEN|Ma, Yong (Cheshire)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9498286_B2|Microwave energy-delivery device and system|3/15/2013|11/22/2016|COVIDIEN|"Willyard, Richard A. (Longmont);
Case, Jason A. (Longmont);
Dickhans, William J. (Longmont);
Peterson, Darion R. (Boulder);
Brannan, Joseph D. (Lyons);
Ladtkow, Casey M. (Erie);
Larson, Eric W. (Commerce City)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9526577_B2|Apparatus, system and method for performing an electrosurgical procedure|11/12/2010|12/27/2016|COVIDIEN|Brannan, Joseph D. (Lyons)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US10251539_B2|Hysteroscopic system|9/28/2010|4/9/2019|COVIDIEN|"Shener-Irmakoglu, Cemal (Woburn);
Sahney, Mira (Boston)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9993208_B2|System and method for facilitating observation of monitored physiologic data|10/31/2008|6/12/2018|COVIDIEN|"Batchelder, Keith (New York);
Amundson, Scott (Oakland);
Brecht, Mark (Imperial Beach)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9504519_B2|Surgical forceps|10/3/2011|11/29/2016|COVIDIEN|"Hempstead, Russell D. (Lafayette);
Reschke, Arlen J. (Longmont);
Allen, Iv James D. (Broomfield);
Kerr, Duane E. (Loveland);
Horner, Glenn A. (Boulder);
Huseman, Mark J. (Broomfield);
Joseph, Daniel A. (Golden);
Chojin, Edward M. (Boulder);
Sharp, Robert M. (Boulder);
Evans, Allan J. (Golden)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
Y10T: TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION"
US9592089_B2|Method of assembling a spring-loaded mechanism of a surgical instrument|5/1/2012|3/14/2017|COVIDIEN|"Sims, Grant T. (Littleton);
Lyons, Michael B. (Boulder)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
Y10T: TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION"
US10245100_B2|Simplified spring-loaded mechanism for delivering shaft force of a surgical instrument|5/1/2012|4/2/2019|COVIDIEN|"Sims, Grant T. (Littleton);
Lyons, Michael B. (Boulder)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
Y10T: TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION"
US10299852_B2|Simplified spring-loaded mechanism for delivering shaft force of a surgical instrument|5/1/2012|5/28/2019|COVIDIEN|"Sims, Grant T. (Littleton);
Lyons, Michael B. (Boulder)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
Y10T: TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION"
US20160015281_A1|Combined physiological sensor systems and methods|2/3/2010|1/21/2016|COVIDIEN|"Addison, Paul Stanley (Edinburgh);
Li, Youzhi (Longmont);
Mckenna, Edward M. (Boulder);
Chen, Bo (Louisville)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9743986_B2|Microwave thermometry for microwave ablation systems|6/22/2012|8/29/2017|COVIDIEN|Brannan, Joseph D. (Lyons)|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
G01K: MEASURING TEMPERATURE; MEASURING QUANTITY OF HEAT; THERMALLY-SENSITIVE ELEMENTS NOT OTHERWISE PROVIDED FOR;
G01J: MEASUREMENT OF INTENSITY, VELOCITY, SPECTRAL CONTENT, POLARISATION, PHASE OR PULSE CHARACTERISTICS OF INFRA-RED, VISIBLE OR ULTRA-VIOLET LIGHT; COLORIMETRY; RADIATION PYROMETRY;
H01R: ELECTRICALLY-CONDUCTIVE CONNECTIONS; STRUCTURAL ASSOCIATIONS OF A PLURALITY OF MUTUALLY-INSULATED ELECTRICAL CONNECTING ELEMENTS; COUPLING DEVICES; CURRENT COLLECTORS"
US9456873_B2|System and method for performing surgical procedures with a reusable instrument module|1/13/2012|10/4/2016|COVIDIEN|"Beardsley, John (Wallingford);
Chowaniec, Matthew (Middletown);
Pribanic, Russell (Roxbury)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US10080566_B2|Circular stapling instruments|1/12/2012|9/25/2018|COVIDIEN|Milliman, Keith L. (Port Richey)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9561122_B2|Vascular device for aneurysm treatment and providing blood flow into a perforator vessel|2/5/2013|2/7/2017|COVIDIEN|Kusleika, Richard (Excelsior)|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
A61F: FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, e.g. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS;
D04C: BRAIDING OR MANUFACTURE OF LACE, INCLUDING BOBBIN-NET OR CARBONISED LACE; BRAIDING MACHINES; BRAID; LACE"
US10285704_B2|Buttress fixation for a circular stapler|10/10/2012|5/14/2019|COVIDIEN|Prior, Scott J. (Shelton)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US10098577_B2|Technique for remanufacturing a medical sensor|9/7/2011|10/16/2018|COVIDIEN|"Besko, David P. (Thornton);
Sandmore, Donald R. (Lyons)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
Y10T: TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION"
US20160030771_A1|Endoscopic instrument|7/30/2012|2/4/2016|COVIDIEN|"Kappus, John J. (Denver);
Hempstead, Russell D. (Lafayette);
Kerr, Duane E. (Loveland);
Cunningham, James S. (Boulder);
Nau, Jr. William H. (Longmont);
Larson, Eric R. (Boulder);
Stoddard, Robert B. (Steamboat Springs);
Dickhans, William J. (Longmont);
Ross, Anthony B. (Boulder)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
A61N: ELECTROTHERAPY; MAGNETOTHERAPY; RADIATION THERAPY; ULTRASOUND THERAPY"
US10004502_B2|Surgical clip applier|12/9/2009|6/26/2018|"COVIDIEN;
TYCO HEALTHCARE"|"Malkowski, Jaroslaw T. (Trumbull);
Shaw, Kenneth (Cheshire)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US10271850_B2|Circular anastomosis stapling apparatus utilizing a two stroke firing sequence|4/12/2012|4/30/2019|COVIDIEN|Williams, Justin (Southbury)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US10357250_B2|Locking cam driver and jaw assembly for clip applier|1/31/2011|7/23/2019|COVIDIEN|Zammataro, Tom (Hamden)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US10456151_B2|Methods and apparatus for flow restoration|2/22/2008|10/29/2019|COVIDIEN|"Mccarthy, Thomas (San Clemente);
Shrivastava, Sanjay (Irvine);
Slee, Earl Howard (Laguna Niguel);
Ashby, Mark Philip (Laguna Niguel);
Wilder, Thomas (Newport Beach)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
A61F: FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, e.g. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS;
A61M: DEVICES FOR INTRODUCING MEDIA INTO, OR ONTO, THE BODY ; DEVICES FOR TRANSDUCING BODY MEDIA OR FOR TAKING MEDIA FROM THE BODY ; DEVICES FOR PRODUCING OR ENDING SLEEP OR STUPOR"
US20160038041_A1|System and method for determining stability of cardiac output|9/14/2012|2/11/2016|COVIDIEN|Clinton, Matt (Boulder)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US20160038175_A1|Method for Manipulating Catheter Shaft|10/13/2008|2/11/2016|COVIDIEN|"Olivera, Ryan (Fair Oaks);
Huljev, Tomislav (San Carlos);
Mcnall, Ralph (Menlo Park);
Fell, Brandon (Menlo Park);
Pham, Thomas C. (San Jose);
Doud, Darren (Redwood City);
Gupta, Priyanshu (Columbus)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
A61M: DEVICES FOR INTRODUCING MEDIA INTO, OR ONTO, THE BODY ; DEVICES FOR TRANSDUCING BODY MEDIA OR FOR TAKING MEDIA FROM THE BODY ; DEVICES FOR PRODUCING OR ENDING SLEEP OR STUPOR"
US20160038232_A1|Microwave energy-delivery device and system|3/15/2013|2/11/2016|COVIDIEN|"Willyard, Richard A. (Longmont);
Case, Jason A. (Longmont);
Dickhans, William J. (Longmont);
Peterson, Darion R. (Boulder);
Brannan, Joseph D. (Lyons);
Ladtkow, Casey M. (Erie);
Larson, Eric W. (Commerce City)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
Y10T: TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION"
US9265564_B1|Finger-mountable ablation device|7/19/2012|2/23/2016|COVIDIEN|Kerr, Duane E. (Loveland)|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
G01D: MEASURING NOT SPECIALLY ADAPTED FOR A SPECIFIC VARIABLE; ARRANGEMENTS FOR MEASURING TWO OR MORE VARIABLES NOT COVERED IN A SINGLE OTHER SUBCLASS; TARIFF METERING APPARATUS; MEASURING OR TESTING NOT OTHERWISE PROVIDED FOR"
US9468491_B2|Vessel sealing instrument with reduced thermal spread and method of manufacture therefor|2/24/2012|10/18/2016|COVIDIEN|"Aquino, Allan G. (Longmont);
Brandt, Kim V. (Loveland)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
B29L: INDEXING SCHEME ASSOCIATED WITH SUBCLASS B29C, RELATING TO PARTICULAR ARTICLES;
B29K: INDEXING SCHEME ASSOCIATED WITH SUBCLASSES B29B, B29C OR B29D, RELATING TO MOULDING MATERIALS OR TO MATERIALS FOR ; MOULDS, ;  REINFORCEMENTS, FILLERS OR PREFORMED PARTS, e.g. INSERTS;
B29B: PREPARATION OR PRETREATMENT OF THE MATERIAL TO BE SHAPED; MAKING GRANULES OR PREFORMS; RECOVERY OF PLASTICS OR OTHER CONSTITUENTS OF WASTE MATERIAL CONTAINING PLASTICS;
B29C: SHAPING OR JOINING OF PLASTICS; SHAPING OF MATERIAL IN A PLASTIC STATE, NOT OTHERWISE PROVIDED FOR; AFTER-TREATMENT OF THE SHAPED PRODUCTS, e.g. REPAIRING;
Y10T: TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION"
US10085795_B2|Apparatus for performing an electrosurgical procedure|5/23/2011|10/2/2018|COVIDIEN|Garrison, David M. (Longmont)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9962164_B2|Wing bifurcation reconstruction device|10/31/2012|5/8/2018|COVIDIEN|"Ma, Jianlu (Irvine);
Losordo, Michael (San Juan Capistrano)"|"A61F: FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, e.g. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS;
A61B: DIAGNOSIS; SURGERY; IDENTIFICATION"
US10251646_B2|Surgical stapling apparatus|10/17/2011|4/9/2019|COVIDIEN|Kostrzewski, Stanislaw (Newtown)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9375245_B2|Surgical forceps|11/10/2011|6/28/2016|COVIDIEN|"Sharp, Robert M. (Boulder);
Roy, Jeffrey M. (Boulder);
Coulson, Rebecca J. (Lyons);
Anderson, Sara E. (Longmont)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9463021_B2|Surgical instrument with pivotable jaw member|10/10/2008|10/11/2016|COVIDIEN|Kostrzewski, Stanislaw (Newtown)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9597232_B2|Energy-delivery system and method for controlling blood loss from wounds|5/22/2012|3/21/2017|COVIDIEN|"Haley, Kaylen J. (Westminster);
Dunning, James E. (Lafayette);
Reid, Jr. William O. (Frederick);
Argoudelis, Gayle L. (Louisville)"|"A61N: ELECTROTHERAPY; MAGNETOTHERAPY; RADIATION THERAPY; ULTRASOUND THERAPY;
A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
A61M: DEVICES FOR INTRODUCING MEDIA INTO, OR ONTO, THE BODY ; DEVICES FOR TRANSDUCING BODY MEDIA OR FOR TAKING MEDIA FROM THE BODY ; DEVICES FOR PRODUCING OR ENDING SLEEP OR STUPOR;
A61F: FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, e.g. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS"
US9636010_B2|Anoscope|12/9/2008|5/2/2017|COVIDIEN|Wenchell, Thomas (Durham)|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
A61M: DEVICES FOR INTRODUCING MEDIA INTO, OR ONTO, THE BODY ; DEVICES FOR TRANSDUCING BODY MEDIA OR FOR TAKING MEDIA FROM THE BODY ; DEVICES FOR PRODUCING OR ENDING SLEEP OR STUPOR"
US9974555_B2|Latch mechanism for surgical instruments|1/14/2011|5/22/2018|COVIDIEN|"Hempstead, Russell D. (Lafayette);
Hart, Keir (Lafayette);
Twomey, John R. (Superior)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9993296_B2|Microwave ablation catheter and method of utilizing the same|8/7/2012|6/12/2018|COVIDIEN|"Haley, Kaylen J. (Westminster);
Case, Jason A. (Longmont);
Dickhans, William J. (Longmont);
Brannan, Joseph D. (Lyons);
Ladtkow, Casey M. (Erie);
Peterson, Darion R. (Longmont);
Larson, Eric W. (Commerce City)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9421033_B2|Flexible access assembly|2/25/2013|8/23/2016|COVIDIEN|Kleyman, Gennady (Brooklyn)|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
A61M: DEVICES FOR INTRODUCING MEDIA INTO, OR ONTO, THE BODY ; DEVICES FOR TRANSDUCING BODY MEDIA OR FOR TAKING MEDIA FROM THE BODY ; DEVICES FOR PRODUCING OR ENDING SLEEP OR STUPOR"
US20160038016_A1|Anoscope|10/8/2009|2/11/2016|"COVIDIEN;
TYCO HEALTHCARE"|"Wenchell, Thomas (Durham);
Switalski, Christopher (Glastonbury)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9763725_B2|External reader for device management|5/2/2012|9/19/2017|COVIDIEN|"Hanna, D. Alan (Boulder);
Mcpherson, James W. (Boulder)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
G06K: RECOGNITION OF DATA; PRESENTATION OF DATA; RECORD CARRIERS; HANDLING RECORD CARRIERS"
US9833237_B2|Pin locking mechanism for a surgical instrument|5/6/2009|12/5/2017|"COVIDIEN;
TYCO HEALTHCARE"|Kasvikis, Dino (Mansfield)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US10098697_B2|Microwave tissue dissection and coagulation|4/8/2011|10/16/2018|COVIDIEN|Brannan, Joseph D. (Lyons)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US20160045259_A1|Microwave-shielded tissue sensor probe|3/27/2012|2/18/2016|COVIDIEN|"Bonn, Kenlyn S. (Lakewood);
Brannan, Joseph D. (Lyons)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9375266_B2|Electrosurgical instrument|9/28/2011|6/28/2016|COVIDIEN|"Allen, Iv James D. (Broomfield);
Unger, Jeffrey R. (Longmont);
Chojin, Edward M. (Boulder);
Kingsley, Dylan R. (Broomfield);
Twomey, John R. (Superior)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9439730_B2|Dual-band dipole microwave ablation antenna|8/25/2008|9/13/2016|COVIDIEN|Rossetto, Francesca (Longmont)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9566111_B2|Ablation device having an expandable chamber for anchoring the ablation device to tissue|6/26/2012|2/14/2017|COVIDIEN|"Arts, Gene H. (Berthoud);
Brannan, Joseph D. (Lyons)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9668812_B2|Flow rate verification monitor for fluid-cooled microwave ablation probe|5/25/2010|6/6/2017|COVIDIEN|"Willyard, Richard A. (Longmont);
Brannan, Joseph D. (Lyons)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9763726_B2|System and method for testing electrosurgical generators|6/26/2012|9/19/2017|COVIDIEN|"Behnke, Ii Robert J. (Erie);
Frushour, Scott E.M. (Boulder);
Frushour, Scott E. M. (Boulder);
Valentyik, Peter L. (Boulder)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9895151_B2|Circular stapling device including buttress material|2/4/2013|2/20/2018|COVIDIEN|Milliman, Keith (Bethel)|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
Y10T: TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION"
US9974604_B2|Lever latch assemblies for surgical instruments|5/29/2012|5/22/2018|COVIDIEN|"Kappus, John J. (Denver);
Siebrecht, Wayne (Golden);
Larson, Eric R. (Boulder)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US20160045264_A1|Microwave antenna probes and methods of manufacturing microwave antenna probes|6/29/2012|2/18/2016|COVIDIEN|"Haley, Kaylen J. (Westminster);
Willyard, Richard A. (Longmont);
Dunning, James E. (Lafayette);
Bonn, Kenlyn S. (Lakewood);
Brannan, Joseph D. (Lyons);
Peterson, Darion R. (Longmont);
Reid, Jr. William O. (Frederick)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
Y10T: TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION"
US9375280_B2|Microwave antenna with cooling system|8/28/2008|6/28/2016|COVIDIEN|"Willyard, Richard A. (Longmont);
Brannan, Joseph D. (Lyons)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
Y10T: TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION;
H01Q: ANTENNAS, i.e. RADIO AERIALS"
US9839471_B2|Surgical instrument|10/16/2012|12/12/2017|COVIDIEN|"Olson, Jessica E. C. (Frederick);
Olson, Jessica E.C. (Frederick);
O'neill, Sean T. (Los Gatos)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US10136940_B2|Apparatus for performing an electrosurgical procedure|6/2/2010|11/27/2018|COVIDIEN|"Kerr, Duane E. (Loveland);
Horner, Glenn A. (Boulder)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
Y10T: TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION"
US9901371_B2|Articulation control mechanisms|1/9/2012|2/27/2018|COVIDIEN|"Taylor, Eric (East Hampton);
Kleyman, Gennady (Brooklyn)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9775547_B2|System and method for storing and providing patient-related data|2/27/2012|10/3/2017|COVIDIEN|"Schlottau, Friso (Lyons);
Lin, Andy S. (Boulder);
Chen, Bo (Louisville)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US20160113786_A1|Vascular remodeling device|7/22/2008|4/28/2016|COVIDIEN|"Slee, Earl (Laguna Niguel);
Shrivastava, Sanjay (Irvine);
Schuman, Victoria (Minneapolis);
Levy, Elad Israel (Amherst);
Huynh, Andy (Westminster);
Lu, Wenfeng (Irvine)"|"A61F: FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, e.g. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS;
A61B: DIAGNOSIS; SURGERY; IDENTIFICATION"
US9662172_B2|Narrow gauge high strength choked wet tip microwave ablation antenna|5/27/2009|5/30/2017|COVIDIEN|"Bonn, Kenlyn S. (Lakewood);
Brannan, Joseph D. (Lyons)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
Y10T: TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION"
US20160058442_A1|Expanding hernia fixation tack|7/24/2013|3/3/2016|COVIDIEN|Russo, Mark (Plantsville)|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
A61F: FILTERS IMPLANTABLE INTO BLOOD VESSELS; PROSTHESES; DEVICES PROVIDING PATENCY TO, OR PREVENTING COLLAPSING OF, TUBULAR STRUCTURES OF THE BODY, e.g. STENTS; ORTHOPAEDIC, NURSING OR CONTRACEPTIVE DEVICES; FOMENTATION; TREATMENT OR PROTECTION OF EYES OR EARS; BANDAGES, DRESSINGS OR ABSORBENT PADS; FIRST-AID KITS"
US20160058350_A1|System and method for controlling one or both of sensor functionality and data access based on biometrics data|6/30/2009|3/3/2016|COVIDIEN|"Medina, Casey V. (Westminster);
Haisley, Charles (Boulder);
Hodge, Michelle L. (Longmont)"|"G16H: HEALTHCARE INFORMATICS, i.e. INFORMATION AND COMMUNICATION TECHNOLOGY [ICT] SPECIALLY ADAPTED FOR THE HANDLING OR PROCESSING OF MEDICAL OR HEALTHCARE DATA;
A61B: DIAGNOSIS; SURGERY; IDENTIFICATION"
US20160066985_A1|Heat-distribution indicators, thermal zone indicators, electrosurgical systems including same, and methods of directing energy to tissue using same|7/12/2012|3/10/2016|COVIDIEN|Sharonov, Alexey (Bethany)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9775669_B2|Surgical device with powered articulation wrist rotation|11/16/2011|10/3/2017|COVIDIEN|"Marczyk, Stanislaw (Stratford);
Ma, Yong (Cheshire);
Pribanic, Russell (Roxbury)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US10076316_B2|Needle biopsy device|10/1/2008|9/18/2018|"BEACON ENDOSCOPIC;
COVIDIEN"|"Mcweeney, John O. (Brighton);
Mugan, John (Galway);
Murphy, Brian (Galway)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9498280_B2|Blade lockout mechanism for surgical forceps|7/24/2012|11/22/2016|COVIDIEN|Garrison, David M. (Longmont)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US20160074092_A1|Electrosurgical system for communicating information embedded in an audio tone|3/22/2012|3/17/2016|"COVIDIEN;
TYCO HEALTHCARE"|Joseph, Daniel A. (Golden)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US20160074064_A1|Surgical access port expandable adapter collar assembly|3/23/2011|3/17/2016|COVIDIEN|Okoniewski, Gregory (North Haven)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
USRE46570_E1|Open vessel sealing instrument with pivot assembly|9/3/2009|10/17/2017|"COVIDIEN;
TYCO HEALTHCARE"|Romero, Paul R. (Loveland)|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US20160157957_A1|Method and apparatus to account for transponder tagged objects used during medical procedures|11/23/2009|6/9/2016|COVIDIEN|Blair, William (San Diego)|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
G06K: RECOGNITION OF DATA; PRESENTATION OF DATA; RECORD CARRIERS; HANDLING RECORD CARRIERS;
A61G: TRANSPORT, PERSONAL CONVEYANCES, OR ACCOMMODATION SPECIALLY ADAPTED FOR PATIENTS OR DISABLED PERSONS ; OPERATING TABLES OR CHAIRS; CHAIRS FOR DENTISTRY; FUNERAL DEVICES"
US9526569_B2|Electrosurgical instrument|5/22/2012|12/27/2016|COVIDIEN|"Brannan, Joseph D. (Lyons);
Ladtkow, Casey M. (Erie)"|A61B: DIAGNOSIS; SURGERY; IDENTIFICATION
US9750571_B2|Re-hydration antenna for ablation|3/31/2008|9/5/2017|COVIDIEN|"Decarlo, Arnold V. (Frederick);
Gay, Brandon C. (Superior);
Ghorbani-Elizeh, Behzad (Boulder);
Ladtkow, Casey M. (Erie);
Paulus, Joseph A. (Lafayette)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
A61N: ELECTROTHERAPY; MAGNETOTHERAPY; RADIATION THERAPY; ULTRASOUND THERAPY"
US10016117_B2|Medical device with electrically isolated communication interface|1/14/2013|7/10/2018|COVIDIEN|"Schlottau, Friso (Lyons);
Lin, Andy S. (Boulder);
Lisogurski, Daniel (Boulder);
Snyder, Jonathan (Northglenn);
Khayani, Saba Bakhshi (Denver)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
A61M: DEVICES FOR INTRODUCING MEDIA INTO, OR ONTO, THE BODY ; DEVICES FOR TRANSDUCING BODY MEDIA OR FOR TAKING MEDIA FROM THE BODY ; DEVICES FOR PRODUCING OR ENDING SLEEP OR STUPOR;
H01R: ELECTRICALLY-CONDUCTIVE CONNECTIONS; STRUCTURAL ASSOCIATIONS OF A PLURALITY OF MUTUALLY-INSULATED ELECTRICAL CONNECTING ELEMENTS; COUPLING DEVICES; CURRENT COLLECTORS"
US10327834_B2|Surgical tissue sealer|3/6/2012|6/25/2019|COVIDIEN|"Mueller, Peter M. (Frederick);
Hempstead, Russell D. (Lafayette);
Artale, Ryan C. (Boulder);
Garrison, David M. (Longmont);
Allen, Iv James D. (Broomfield);
Kerr, Duane E. (Loveland);
Horner, Glenn A. (Boulder);
Cunningham, James S. (Boulder);
Joseph, Daniel A. (Golden);
Unger, Jeffrey R. (Longmont);
Chojin, Edward M. (Boulder);
Sharp, Robert M. (Boulder);
Kingsley, Dylan R. (Broomfield);
Brandt, Kim V. (Loveland);
Olson, Jessica E. C. (Frederick);
Hart, Keir (Lafayette);
Twomey, John R. (Superior);
Butcher, Dennis W. (Longmont);
Olson, Jessica E.C. (Frederick);
Sanders, Jason T. (Boulder);
O'neill, Sean T. (Los Gatos);
Ackley, Joanna (Boulder);
Couture, Gary M. (Ward)"|"A61B: DIAGNOSIS; SURGERY; IDENTIFICATION;
Y10T: TECHNICAL SUBJECTS COVERED BY FORMER US CLASSIFICATION;
B29C: SHAPING OR JOINING OF PLASTICS; SHAPING OF MATERIAL IN A PLASTIC STATE, NOT OTHERWISE PROVIDED FOR; AFTER-TREATMENT OF THE SHAPED PRODUCTS, e.g. REPAIRING"
